model,split,n_rows,MAE,RMSE,MedianAE,MdAPE_pct,skill_vs_persistence
persistence,provisional_2024,152,4.960151315789477,16.29622571111582,0.5329999999999977,2.327056611361561,0.0
linear_trend,provisional_2024,152,5.309013157894734,22.14095413482725,0.7502000000000031,2.3709079502050803,-0.07033290315050222
ridge_level,provisional_2024,152,7.505435727027788,33.493203271689225,1.7669135083046557,5.824829741246093,-0.5131465250134599
ridge_delta,provisional_2024,152,7.48777410001854,33.54382248733282,1.7627667713676534,5.92766819808746,-0.5095858217435765
hgb_level,provisional_2024,152,28.516512627859537,230.12948599028726,0.9185111372911146,3.4476447510783825,-4.749121511088566
hgb_delta,provisional_2024,152,5.170573042849618,15.929432307879805,0.7514532754703138,3.067687929108967,-0.042422441103825426
xgb_level,provisional_2024,152,40.2839653210734,314.69156126634243,1.1385816764831551,4.419121616176811,-7.1215194368846895
xgb_delta,provisional_2024,152,6.583180823387866,28.490129610248697,0.7628549895286562,3.0583813770291313,-0.327213708668898
